userId,registerType,category,state,city,groupSize,collegeName,companyName,isPresent
1222,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tiruvallur,1,Anna University ,,1
1744,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Thiruvallur,1,Ethiraj college for women ,,1
2401,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,University of Madras ,,1
462,GROUP,FAMILY,Tamil Nadu,Vijayawada,2,,,1
1310,GROUP,INSTITUTE,Tamil Nadu,Coimbatore,51,,,1
1436,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kakinada,1,Velammal institute of technology,,0
158,GROUP,FAMILY,Tamil Nadu,Hyderabad,3,,,0
1912,INDIVIDUAL,OTHERS,Tamil Nadu,Tirupati,1,,,1
2360,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Thiruvallur,1,Velammal Institute of technology ,,1
678,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Visakhapatnam,1,Velammal Institute of Technology ,,1
2849,GROUP,FAMILY,Andhra Pradesh,Kanchipuram,2,,,0
1873,GROUP,FAMILY,Tamil Nadu,Thiruvallur,6,,,1
239,GROUP,FAMILY,Tamil Nadu,Tiruvallur,5,,,0
2918,INDIVIDUAL,OTHERS,Andhra Pradesh,Hyderabad,1,,,0
1092,GROUP,FAMILY,Telangana,Nellore,2,,,1
2871,INDIVIDUAL,OTHERS,Tamil Nadu,Tiruvallur,1,,,0
101,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,NRI INSTITUTE OF TECHNOLOGY ,,0
316,GROUP,FAMILY,Tamil Nadu,Kanchipuram,4,,,0
1024,INDIVIDUAL,OTHERS,Andhra Pradesh,Chennai,1,,,1
2747,GROUP,FAMILY,Tamil Nadu,Coimbatore,5,,,1
768,INDIVIDUAL,OTHERS,Tamil Nadu,Coimbatore,1,,,0
1345,GROUP,FAMILY,Puducherry,Kakinada,4,,,1
262,INDIVIDUAL,OTHERS,Puducherry,Bangalore,1,,,0
1452,GROUP,FAMILY,Tamil Nadu,Kanchipuram,6,,,0
2835,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vellore,1,Swarnandhra college of engineering and technology,,0
196,INDIVIDUAL,COLLEGE_STUDENT,Kerala,Coimbatore,1,Rajalakshmi Engineering College,,1
1776,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tiruvallur,1,University of Madras ,,0
2842,GROUP,FAMILY,Tamil Nadu,Vijayawada,2,,,1
1736,INDIVIDUAL,OTHERS,Tamil Nadu,Nellore,1,,,0
180,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Kanchipuram,1,Rajalakshmi Engineering College ,,0
2923,GROUP,INSTITUTE,Andhra Pradesh,Nellore,100,,,1
341,GROUP,FAMILY,Tamil Nadu,Other,2,,,1
1100,INDIVIDUAL,COLLEGE_STUDENT,Puducherry,Chengalpattu,1,Panimalar Engineering College,,0
1544,INDIVIDUAL,COLLEGE_STUDENT,Kerala,Kakinada,1,Ethiraj college for women ,,1
749,INDIVIDUAL,OTHERS,Tamil Nadu,Vijayawada,1,,,1
2756,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chennai,1,Aset college of science and technology ,,1
663,GROUP,FAMILY,Tamil Nadu,Other,5,,,0
481,GROUP,FAMILY,Kerala,Tiruvallur,5,,,0
2139,INDIVIDUAL,COLLEGE_STUDENT,Kerala,Other,1,Anna University ,,1
872,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chennai,1,Aset college of science and technology ,,1
1454,GROUP,FAMILY,Karnataka,Thiruvallur,6,,,0
2953,GROUP,FAMILY,Tamil Nadu,Nellore,6,,,1
550,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Other,1,,Comcast,0
2021,INDIVIDUAL,OTHERS,Telangana,Tiruvallur,1,,,1
2709,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Other,1,University of Madras ,,0
743,GROUP,FAMILY,Andhra Pradesh,Nellore,6,,,1
2416,INDIVIDUAL,OTHERS,Telangana,Guntur,1,,,0
2638,GROUP,FAMILY,Tamil Nadu,Tiruvallur,6,,,1
2567,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Vijayawada,1,Velammal institute of technology,,1
2293,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Guntur,1,Rajalakshmi engineering college ,,1
1910,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,Panimalar Engineering College ,,1
791,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Tiruvallur,1,Swarnandhra college of engineering and technology ,,0
2121,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Kanchipuram,1,,Virtusa,0
1447,GROUP,FAMILY,Telangana,Guntur,2,,,0
248,INDIVIDUAL,OTHERS,Tamil Nadu,Hyderabad,1,,,1
830,GROUP,FAMILY,Telangana,Chennai,4,,,0
1125,GROUP,FAMILY,Tamil Nadu,Thiruvallur,4,,,1
2721,INDIVIDUAL,OTHERS,Tamil Nadu,Kanchipuram,1,,,0
627,GROUP,FAMILY,Tamil Nadu,Chennai,6,,,1
348,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vellore,1,Anna University ,,0
279,GROUP,FAMILY,Tamil Nadu,Tiruvallur,5,,,1
1784,GROUP,FAMILY,Other,Hyderabad,6,,,0
2281,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Thiruvallur,1,Velammal institute of technology ,,1
656,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Bangalore,1,Velammal Institute of technology ,,1
1214,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Kakinada,1,,Sudha Gopalakrishnan Brain Research Centre,0
839,GROUP,FAMILY,Andhra Pradesh,Nellore,2,,,0
2625,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chennai,1,Chennai institute of technology ,,1
2589,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Thiruvallur,1,DRBCCC HINDU COLLEGE ,,0
2351,GROUP,FAMILY,Tamil Nadu,Bangalore,5,,,1
1710,GROUP,FAMILY,Tamil Nadu,Chennai,2,,,0
2024,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vijayawada,1,PANIMALAR ENGINEERING COLLEGE,,0
977,GROUP,FAMILY,Tamil Nadu,Bangalore,4,,,0
446,INDIVIDUAL,OTHERS,Tamil Nadu,Other,1,,,0
618,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Other,1,University of Madras ,,1
1475,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Nellore,1,Anna University ,,1
1779,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Guntur,1,Ethiraj college for women ,,0
2518,GROUP,FAMILY,Tamil Nadu,Thiruvallur,4,,,1
1245,GROUP,FAMILY,Tamil Nadu,Coimbatore,3,,,0
2996,INDIVIDUAL,OTHERS,Tamil Nadu,Vellore,1,,,0
2553,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Other,1,,Tata Consultancy Services ,0
548,GROUP,FAMILY,Kerala,Thiruvallur,4,,,0
2211,GROUP,FAMILY,Tamil Nadu,Tiruvallur,4,,,1
1624,INDIVIDUAL,OTHERS,Andhra Pradesh,Thiruvallur,1,,,0
264,GROUP,FAMILY,Tamil Nadu,Coimbatore,5,,,1
1398,INDIVIDUAL,COLLEGE_STUDENT,Telangana,Nellore,1,Velammal institute of technology ,,1
2354,INDIVIDUAL,OTHERS,Tamil Nadu,Vellore,1,,,1
1816,INDIVIDUAL,OTHERS,Andhra Pradesh,Thiruvallur,1,,,0
354,INDIVIDUAL,COLLEGE_STUDENT,Telangana,Bangalore,1,Ethiraj college for women ,,1
1076,GROUP,FAMILY,Tamil Nadu,Tirupati,3,,,0
209,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Tirupati,1,VELAMMAL INSTITUTE OF TECHNOLOGY ,,1
614,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tiruvallur,1,Prathyusha engineering college ,,1
2091,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Coimbatore,1,,Cognizant,1
2100,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Vellore,1,Rajalakshmi Engineering College ,,1
1499,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Tiruvallur,1,Ethiraj college for women ,,0
1136,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Chennai,1,Velammal institute of technology,,1
2881,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Nellore,1,Panimalar Engineering College,,1
2079,INDIVIDUAL,OTHERS,Tamil Nadu,Nellore,1,,,1
58,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Visakhapatnam,1,Chennai institute of technology ,,0
2484,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Coimbatore,1,Panimalar Engineering College,,0
812,INDIVIDUAL,OTHERS,Tamil Nadu,Guntur,1,,,0
2196,GROUP,FAMILY,Tamil Nadu,Other,3,,,0
562,INDIVIDUAL,COLLEGE_STUDENT,Kerala,Bangalore,1,VELAMMAL INSTITUTE OF TECHNOLOGY ,,1
2944,GROUP,FAMILY,Tamil Nadu,Thiruvallur,3,,,0
230,GROUP,FAMILY,Andhra Pradesh,Tiruvallur,3,,,1
2510,INDIVIDUAL,OTHERS,Andhra Pradesh,Kakinada,1,,,0
1722,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Bangalore,1,Aset college of science and technology ,,0
2180,GROUP,FAMILY,Tamil Nadu,Hyderabad,4,,,0
1451,GROUP,FAMILY,Tamil Nadu,Kanchipuram,3,,,1
1235,GROUP,FAMILY,Karnataka,Vellore,6,,,0
1072,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Nellore,1,Sathyabama institute of science and technology ,,0
2850,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chennai,1,Chennai institute of technology ,,1
1038,GROUP,FAMILY,Telangana,Kakinada,2,,,0
890,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kanchipuram,1,University of Madras ,,1
1054,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Other,Coimbatore,1,,Tata consultancy services ,0
708,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Coimbatore,1,,Sudha Gopalakrishnan Brain Research Centre,1
425,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Visakhapatnam,1,University of Madras ,,0
70,INDIVIDUAL,OTHERS,Andhra Pradesh,Tiruvallur,1,,,0
2250,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,VELAMMAL INSTITUTE OF TECHNOLOGY ,,0
2536,INDIVIDUAL,OTHERS,Andhra Pradesh,Other,1,,,0
2840,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vellore,1,Swarnandhra college of engineering and technology ,,0
2407,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kanchipuram,1,Rajalakshmi Engineering College ,,0
2964,INDIVIDUAL,OTHERS,Andhra Pradesh,Coimbatore,1,,,1
2582,INDIVIDUAL,OTHERS,Kerala,Bangalore,1,,,0
2093,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Nellore,1,Velammal Institute of technology ,,1
941,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Nellore,1,Velammal Institute of technology ,,0
621,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vijayawada,1,Velammal Institute of Technology ,,0
2520,GROUP,FAMILY,Karnataka,Guntur,5,,,0
1197,INDIVIDUAL,OTHERS,Andhra Pradesh,Tirupati,1,,,0
2068,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chengalpattu,1,Chennai Institute of Technology,,0
1033,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tiruvallur,1,Saveetha Engineering College,,1
1506,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Coimbatore,1,Anna University ,,0
1577,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Coimbatore,1,NRI INSTITUTE OF TECHNOLOGY ,,0
2131,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Hyderabad,1,PANIMALAR ENGINEERING COLLEGE,,0
2045,INDIVIDUAL,OTHERS,Karnataka,Visakhapatnam,1,,,0
1396,GROUP,INSTITUTE,Telangana,Coimbatore,108,,,1
280,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Nellore,1,,Softone HR Solutions Pvt Ltd,0
1466,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Other,1,Rajalakshmi engineering college ,,0
1504,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kanchipuram,1,Velammal institute of technology ,,0
2283,GROUP,FAMILY,Tamil Nadu,Guntur,3,,,0
2839,GROUP,FAMILY,Tamil Nadu,Hyderabad,4,,,1
2724,GROUP,FAMILY,Tamil Nadu,Chennai,4,,,1
554,GROUP,FAMILY,Tamil Nadu,Vijayawada,2,,,0
835,GROUP,FAMILY,Tamil Nadu,Visakhapatnam,4,,,1
963,INDIVIDUAL,COLLEGE_STUDENT,Telangana,Chennai,1,Aset college of science and technology ,,1
597,GROUP,FAMILY,Kerala,Coimbatore,3,,,0
2452,INDIVIDUAL,OTHERS,Telangana,Coimbatore,1,,,0
803,GROUP,FAMILY,Tamil Nadu,Guntur,3,,,1
2137,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Nellore,1,Sathyabama institute of science and technology ,,0
2986,INDIVIDUAL,OTHERS,Tamil Nadu,Guntur,1,,,0
2720,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Thiruvallur,1,VELAMMAL INSTITUTE OF TECHNOLOGY ,,0
441,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vijayawada,1,Velammal institute of technology ,,0
509,INDIVIDUAL,OTHERS,Tamil Nadu,Chengalpattu,1,,,0
77,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Tiruvallur,1,,Cognizant,1
2482,INDIVIDUAL,OTHERS,Tamil Nadu,Guntur,1,,,0
650,GROUP,FAMILY,Tamil Nadu,Coimbatore,6,,,0
523,INDIVIDUAL,OTHERS,Tamil Nadu,Vijayawada,1,,,0
1488,GROUP,FAMILY,Tamil Nadu,Kakinada,6,,,1
2209,INDIVIDUAL,COLLEGE_STUDENT,Other,Chengalpattu,1,University of Madras ,,1
1495,GROUP,FAMILY,Tamil Nadu,Other,5,,,0
655,GROUP,FAMILY,Tamil Nadu,Guntur,4,,,0
2817,GROUP,FAMILY,Andhra Pradesh,Nellore,3,,,0
1539,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Vijayawada,1,Prathyusha engineering college ,,0
1424,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Coimbatore,1,Prathyusha engineering college ,,0
1652,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Nellore,1,Rajalakshmi Engineering College,,0
631,GROUP,FAMILY,Tamil Nadu,Guntur,6,,,0
2542,GROUP,FAMILY,Tamil Nadu,Chennai,6,,,0
1508,GROUP,FAMILY,Tamil Nadu,Kakinada,6,,,1
2942,GROUP,FAMILY,Andhra Pradesh,Bangalore,4,,,0
483,GROUP,FAMILY,Tamil Nadu,Thiruvallur,3,,,1
1928,GROUP,FAMILY,Telangana,Coimbatore,5,,,0
1114,GROUP,FAMILY,Andhra Pradesh,Bangalore,6,,,1
2564,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Thiruvallur,1,Velammal institute of technology,,1
1089,INDIVIDUAL,OTHERS,Other,Kanchipuram,1,,,0
439,GROUP,FAMILY,Andhra Pradesh,Coimbatore,4,,,0
1718,GROUP,FAMILY,Andhra Pradesh,Coimbatore,2,,,0
2444,INDIVIDUAL,OTHERS,Tamil Nadu,Tiruvallur,1,,,0
857,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Thiruvallur,1,Sathyabama institute of science and technology ,,1
1984,GROUP,FAMILY,Andhra Pradesh,Coimbatore,2,,,0
167,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Guntur,1,PANIMALAR ENGINEERING COLLEGE,,0
60,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kakinada,1,Rajalakshmi Engineering College,,0
612,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Karnataka,Vellore,1,,IGCAR,0
531,GROUP,INSTITUTE,Kerala,Tiruvallur,75,,,0
2788,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Visakhapatnam,1,VELAMMAL INSTITUTE OF TECHNOLOGY ,,0
50,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kakinada,1,Panimalar engineering college ,,0
1884,GROUP,FAMILY,Tamil Nadu,Tiruvallur,2,,,0
1012,INDIVIDUAL,OTHERS,Tamil Nadu,Other,1,,,1
859,GROUP,FAMILY,Tamil Nadu,Hyderabad,5,,,1
1018,GROUP,FAMILY,Tamil Nadu,Kakinada,6,,,0
49,GROUP,FAMILY,Tamil Nadu,Nellore,2,,,1
720,GROUP,FAMILY,Andhra Pradesh,Tirupati,3,,,0
2391,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Bangalore,1,Velammal Institute of Technology ,,0
2653,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kakinada,1,NRI INSTITUTE OF TECHNOLOGY ,,0
2247,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Thiruvallur,1,Rajalakshmi Engineering College ,,0
1160,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Thiruvallur,1,Saveetha Engineering College,,0
633,GROUP,FAMILY,Tamil Nadu,Chennai,2,,,0
1339,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kakinada,1,Swarnandhra college of engineering and technology,,1
2128,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Hyderabad,1,Sathyabama institute of science and technology ,,0
2603,GROUP,FAMILY,Tamil Nadu,Guntur,3,,,0
1437,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Hyderabad,1,Panimalar Engineering College,,0
26,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Kanchipuram,1,,Virtusa,0
2966,GROUP,FAMILY,Tamil Nadu,Visakhapatnam,2,,,0
220,INDIVIDUAL,OTHERS,Tamil Nadu,Visakhapatnam,1,,,0
2819,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kakinada,1,Rajalakshmi Engineering College,,0
277,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Tamil Nadu,Coimbatore,1,,Tcs,1
2158,INDIVIDUAL,COLLEGE_STUDENT,Telangana,Tiruvallur,1,Velammal Institute of Technology ,,0
1481,GROUP,INSTITUTE,Tamil Nadu,Chennai,32,,,0
1236,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vijayawada,1,DRBCCC HINDU COLLEGE ,,1
1594,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Nellore,1,NRI INSTITUTE OF TECHNOLOGY ,,1
1000,GROUP,FAMILY,Telangana,Vellore,2,,,0
2141,GROUP,INSTITUTE,Tamil Nadu,Tirupati,86,,,1
362,GROUP,FAMILY,Tamil Nadu,Nellore,3,,,1
1458,GROUP,FAMILY,Andhra Pradesh,Vellore,4,,,1
1994,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vellore,1,Velammal institute of technology ,,0
1672,INDIVIDUAL,OTHERS,Telangana,Tirupati,1,,,0
2335,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Vijayawada,1,Velammal Institute of technology ,,0
1651,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chennai,1,Velammal Institute of technology ,,1
1836,GROUP,FAMILY,Andhra Pradesh,Guntur,5,,,0
1115,GROUP,FAMILY,Telangana,Tiruvallur,4,,,0
1847,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kakinada,1,Rajalakshmi Engineering College,,0
1318,GROUP,FAMILY,Tamil Nadu,Thiruvallur,4,,,1
2630,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chennai,1,Chennai institute of technology ,,0
298,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Bangalore,1,VELAMMAL INSTITUTE OF TECHNOLOGY ,,0
1314,GROUP,INSTITUTE,Tamil Nadu,Thiruvallur,32,,,1
938,INDIVIDUAL,OTHERS,Puducherry,Vijayawada,1,,,0
241,INDIVIDUAL,OTHERS,Kerala,Other,1,,,1
1433,GROUP,FAMILY,Tamil Nadu,Nellore,6,,,1
583,GROUP,FAMILY,Tamil Nadu,Other,5,,,0
2907,INDIVIDUAL,OTHERS,Tamil Nadu,Kanchipuram,1,,,1
1955,INDIVIDUAL,OTHERS,Telangana,Tirupati,1,,,1
1335,INDIVIDUAL,OTHERS,Telangana,Bangalore,1,,,1
1730,GROUP,FAMILY,Tamil Nadu,Nellore,4,,,1
1673,INDIVIDUAL,OTHERS,Telangana,Vellore,1,,,1
351,GROUP,FAMILY,Telangana,Coimbatore,6,,,1
2746,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Telangana,Chengalpattu,1,,Capgemini,0
1221,INDIVIDUAL,OTHERS,Tamil Nadu,Tirupati,1,,,0
350,GROUP,FAMILY,Tamil Nadu,Bangalore,4,,,0
1519,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,VELAMMAL INSTITUTE OF TECHNOLOGY ,,1
2548,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Thiruvallur,1,Anna University ,,1
644,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Other,1,Prathyusha engineering college ,,1
2836,INDIVIDUAL,OTHERS,Tamil Nadu,Tiruvallur,1,,,1
945,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Hyderabad,1,Sathyabama institute of science and technology ,,1
1463,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Guntur,1,Chennai institute of technology ,,0
658,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Vijayawada,1,Panimalar engineering college ,,0
2703,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,Anna University ,,0
2894,GROUP,FAMILY,Telangana,Chennai,4,,,0
1237,INDIVIDUAL,OTHERS,Tamil Nadu,Kanchipuram,1,,,0
2468,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tiruvallur,1,Saveetha Engineering College,,0
648,GROUP,FAMILY,Tamil Nadu,Chengalpattu,2,,,0
1126,GROUP,FAMILY,Karnataka,Hyderabad,6,,,0
1111,GROUP,INSTITUTE,Andhra Pradesh,Kakinada,84,,,1
2651,INDIVIDUAL,COLLEGE_STUDENT,Telangana,Vijayawada,1,Saveetha Engineering College,,0
1941,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Vellore,1,Chennai institute of technology ,,0
539,GROUP,FAMILY,Tamil Nadu,Guntur,5,,,0
1049,INDIVIDUAL,OTHERS,Tamil Nadu,Visakhapatnam,1,,,0
2984,GROUP,INSTITUTE,Tamil Nadu,Kakinada,46,,,0
2376,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vellore,1,Saveetha Engineering College,,1
2210,INDIVIDUAL,OTHERS,Tamil Nadu,Nellore,1,,,0
2339,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Kanchipuram,1,NRI INSTITUTE OF TECHNOLOGY ,,1
2163,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chennai,1,DRBCCC HINDU COLLEGE ,,0
802,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Chennai,1,Rajalakshmi Engineering College ,,0
787,GROUP,FAMILY,Tamil Nadu,Tiruvallur,6,,,1
2695,INDIVIDUAL,OTHERS,Kerala,Coimbatore,1,,,0
2041,INDIVIDUAL,OTHERS,Tamil Nadu,Kanchipuram,1,,,0
789,GROUP,FAMILY,Tamil Nadu,Vellore,3,,,0
2184,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Bangalore,1,Swarnandhra college of engineering and technology,,1
2469,GROUP,FAMILY,Tamil Nadu,Tiruvallur,5,,,0
2014,INDIVIDUAL,COLLEGE_STUDENT,Puducherry,Chengalpattu,1,PANIMALAR ENGINEERING COLLEGE,,1
715,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Chengalpattu,1,Swarnandhra college of engineering and technology ,,1
804,GROUP,FAMILY,Puducherry,Vellore,6,,,0
2009,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Chennai,1,Velammal institute of technology ,,1
2762,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Guntur,1,University of Madras ,,1
124,INDIVIDUAL,COLLEGE_STUDENT,Puducherry,Thiruvallur,1,Chennai Institute of Technology,,1
1809,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Bangalore,1,Anna University ,,1
2287,INDIVIDUAL,OTHERS,Tamil Nadu,Thiruvallur,1,,,0
2148,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Tirupati,1,Velammal Institute of Technology ,,0
619,INDIVIDUAL,INDUSTRY_PROFESSIONAL,Other,Nellore,1,,TCS,1
407,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kanchipuram,1,Aset college of science and technology ,,0
1158,INDIVIDUAL,OTHERS,Tamil Nadu,Vellore,1,,,0
1069,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kakinada,1,VELAMMAL INSTITUTE OF TECHNOLOGY ,,0
1134,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kakinada,1,Velammal institute of technology,,0
2906,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kanchipuram,1,Chennai Institute of Technology,,1
498,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Tirupati,1,Swarnandhra college of engineering and technology ,,1
1062,INDIVIDUAL,OTHERS,Tamil Nadu,Vijayawada,1,,,0
326,GROUP,FAMILY,Tamil Nadu,Nellore,6,,,1
343,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Vijayawada,1,Chennai institute of technology ,,1
2357,INDIVIDUAL,OTHERS,Andhra Pradesh,Kakinada,1,,,0
2267,GROUP,FAMILY,Tamil Nadu,Kanchipuram,3,,,0
783,INDIVIDUAL,COLLEGE_STUDENT,Andhra Pradesh,Thiruvallur,1,University of Madras ,,0
2368,GROUP,FAMILY,Andhra Pradesh,Chennai,3,,,1
300,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Coimbatore,1,Chennai Institute of Technology,,0
1462,GROUP,FAMILY,Tamil Nadu,Kakinada,5,,,1
2374,GROUP,FAMILY,Telangana,Hyderabad,2,,,0
304,GROUP,FAMILY,Andhra Pradesh,Bangalore,2,,,0
1238,GROUP,FAMILY,Puducherry,Chengalpattu,3,,,0
2572,INDIVIDUAL,OTHERS,Tamil Nadu,Vellore,1,,,0
1657,GROUP,FAMILY,Tamil Nadu,Vijayawada,5,,,1
665,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Kanchipuram,1,Panimalar Engineering College,,1
1691,INDIVIDUAL,COLLEGE_STUDENT,Tamil Nadu,Vellore,1,Anna University ,,1
221,GROUP,FAMILY,Tamil Nadu,Hyderabad,3,,,0
1627,INDIVIDUAL,COLLEGE_STUDENT,Karnataka,Nellore,1,Panimalar engineering college ,,0
